WigleWifi-1.4,appRelease=2.26,model=Redmi Note 4,release=6.0,device=nikel,display=MRA58K,board=unknown,brand=Xiaomi
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
ec:8c:a2:08:94:5c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-79,32.103995,35.2066116666667,0,111.152801513672,WIFI
ec:8c:a2:08:4e:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-89,32.103995,35.2066116666667,0,111.152801513672,WIFI
24:c9:a1:36:52:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-85,32.103995,35.2066116666667,0,111.152801513672,WIFI
ec:8c:a2:09:8c:78,Ariel_University,[ESS],1970-01-01 02:00:00,1,-88,32.103995,35.2066116666667,0,111.152801513672,WIFI
ec:8c:a2:08:4e:f8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-85,32.103995,35.2066116666667,0,111.152801513672,WIFI
24:c9:a1:36:59:e8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-82,32.103995,35.2066116666667,0,111.152801513672,WIFI
1c:b9:c4:94:2b:17,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-81,32.103995,35.2066116666667,0,111.152801513672,WIFI
1c:b9:c4:16:06:3c,Ariel_University,[ESS],2017-11-08 13:01:36,36,-74,32.1034466666667,35.20605,652.3,5.30000019073486,WIFI
1c:b9:c4:14:2b:1c,Ariel_University,[ESS],2017-11-08 13:01:36,36,-84,32.1034466666667,35.20605,652.3,5.30000019073486,WIFI
1c:b9:c4:14:2b:18,Ariel_University,[ESS],2017-11-08 13:01:36,11,-67,32.1034466666667,35.20605,652.3,5.30000019073486,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],2017-11-08 13:01:36,44,-86,32.1034466666667,35.20605,652.3,5.30000019073486,WIFI
1c:b9:c4:16:06:38,Ariel_University,[ESS],2017-11-08 13:01:36,6,-72,32.1034466666667,35.20605,652.3,5.30000019073486,WIFI
ec:8c:a2:08:94:58,Ariel_University,[ESS],2017-11-08 13:01:36,1,-73,32.1034466666667,35.20605,652.3,5.30000019073486,WIFI
1c:b9:c4:15:36:88,Ariel_University,[ESS],2017-11-08 13:01:36,6,-75,32.1034466666667,35.20605,652.3,5.30000019073486,WIFI
ec:8c:a2:08:94:5c,Ariel_University,[ESS],2017-11-08 13:01:36,44,-82,32.1034466666667,35.20605,652.3,5.30000019073486,WIFI
ec:8c:a2:08:4e:fc,Ariel_University,[ESS],2017-11-08 13:01:36,36,-89,32.1034466666667,35.20605,652.3,5.30000019073486,WIFI
24:c9:a1:36:52:f8,Ariel_University,[ESS],2017-11-08 13:01:36,1,-85,32.1034466666667,35.20605,652.3,5.30000019073486,WIFI
ec:8c:a2:09:8c:78,Ariel_University,[ESS],2017-11-08 13:01:36,1,-88,32.1034466666667,35.20605,652.3,5.30000019073486,WIFI
ec:8c:a2:08:4e:f8,Ariel_University,[ESS],2017-11-08 13:01:36,6,-85,32.1034466666667,35.20605,652.3,5.30000019073486,WIFI
24:c9:a1:36:59:e8,Ariel_University,[ESS],2017-11-08 13:01:36,11,-82,32.1034466666667,35.20605,652.3,5.30000019073486,WIFI
1c:b9:c4:94:2b:17,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:01:36,36,-84,32.1034466666667,35.20605,652.3,5.30000019073486,WIFI
ec:8c:a2:88:94:57,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:01:43,44,-85,32.1034733333333,35.20607,670.9,4.80000019073486,WIFI
78:45:61:c8:b1:7b,DIRECT-OBLAPTOP-ODAHQSRDmsSE,[WPA2-PSK-CCMP][WPS][ESS][P2P],2017-11-08 13:01:48,36,-91,32.10346,35.206055,677.4,5,WIFI
ec:8c:a2:08:4e:f8,Ariel_University,[ESS],2017-11-08 13:02:20,6,-78,32.1034583333333,35.2059966666667,691,4.5,WIFI
1c:b9:c4:14:2b:1c,Ariel_University,[ESS],2017-11-08 13:04:08,36,-79,32.1033133333333,35.2061266666667,690.9,7.80000019073486,WIFI
1c:b9:c4:94:2b:17,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:04:08,36,-78,32.1033133333333,35.2061266666667,690.9,7.80000019073486,WIFI
1c:b9:c4:96:06:37,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:04:08,36,-73,32.1033133333333,35.2061266666667,690.9,7.80000019073486,WIFI
1c:b9:c4:95:36:87,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:04:08,44,-86,32.1033133333333,35.2061266666667,690.9,7.80000019073486,WIFI
ec:8c:a2:08:4e:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-83,32.10359,35.2060366666667,0,15.9167718887329,WIFI
ec:8c:a2:08:4e:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-89,32.1034516666667,35.2060816666667,0,15.9167718887329,WIFI
ec:8c:a2:08:4e:fc,Ariel_University,[ESS],2017-11-08 13:04:15,36,-80,32.1034616666667,35.2064683333333,690.9,4.69999980926514,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],2017-11-08 13:06:23,44,-81,32.1034783333333,35.2062183333333,689.2,4.09999990463257,WIFI
1c:b9:c4:16:06:38,Ariel_University,[ESS],2017-11-08 13:17:46,6,-67,32.1034883333333,35.20625,642.4,3.90000009536743,WIFI
ec:8c:a2:88:94:57,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:17:46,44,-80,32.1034883333333,35.20625,642.4,3.90000009536743,WIFI
74:da:38:13:f4:8a,tatalex666_2EX,[WPA2-PSK-CCMP][WPS][ESS],2017-11-08 13:17:46,1,-85,32.1034883333333,35.20625,642.4,3.90000009536743,WIFI
1c:b9:c4:16:06:3c,Ariel_University,[ESS],2017-11-08 13:32:33,36,-63,32.103425,35.2066483333333,645.8,9,WIFI
1c:b9:c4:14:2b:1c,Ariel_University,[ESS],2017-11-08 13:32:33,36,-65,32.103425,35.2066483333333,645.8,9,WIFI
1c:b9:c4:14:2b:18,Ariel_University,[ESS],2017-11-08 13:32:33,11,-58,32.103425,35.2066483333333,645.8,9,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],2017-11-08 13:32:33,44,-58,32.103425,35.2066483333333,645.8,9,WIFI
1c:b9:c4:16:06:38,Ariel_University,[ESS],2017-11-08 13:32:33,6,-51,32.103425,35.2066483333333,645.8,9,WIFI
1c:b9:c4:15:36:88,Ariel_University,[ESS],2017-11-08 13:32:33,6,-55,32.103425,35.2066483333333,645.8,9,WIFI
ec:8c:a2:08:94:5c,Ariel_University,[ESS],2017-11-08 13:32:33,44,-77,32.103425,35.2066483333333,645.8,9,WIFI
ec:8c:a2:09:8c:78,Ariel_University,[ESS],2017-11-08 13:32:33,1,-81,32.103425,35.2066483333333,645.8,9,WIFI
ec:8c:a2:08:4e:f8,Ariel_University,[ESS],2017-11-08 13:32:33,6,-73,32.103425,35.2066483333333,645.8,9,WIFI
1c:b9:c4:16:18:78,Ariel_University,[ESS],2017-11-08 13:32:33,1,-67,32.103425,35.2066483333333,645.8,9,WIFI
1c:b9:c4:16:ec:5c,Ariel_University,[ESS],2017-11-08 13:32:33,58,-83,32.103425,35.2066483333333,645.8,9,WIFI
